ordernumber,quantityordered,price,orderlinenumber,sales,orderdate,status,productline,msrp,productcode,customername,city,postalcode,country,territory,contactlastname,contactfirstname,dealsize,quarter,year,Phonenumber,Address
10165,38,66.78,5,2537.64,2003-10-22,Shipped,Trains,58,501514,"Dragon Souveniers, Ltd.",Singapore,79903,Singapore,JP,Natividad,Eric,Small,Q4,2003,652217555,Bronz Sok   Bronz Apt  3 6 Tesvikiye
10176,38,64.44,4,2448.72,2003-11-06,Shipped,Trains,58,501514,L'ordine Souveniers,Reggio Emilia,42100,Italy,EMEA,Moroni,Maurizio,Small,Q4,2003,0522556555,Strada Provinciale 124
10185,20,48.62,15,972.4,2003-11-14,Shipped,Trains,58,501514,Mini Creations Ltd.,New Bedford,50553,USA,,Tam,Wing C,Small,Q4,2003,5085559555,4575 Hillside Dr 
10196,46,62.09,7,2856.1400000000003,2003-11-26,Shipped,Trains,58,501514,Super Scale Inc.,New Haven,97823,USA,,Murphy,Leslie,Small,Q4,2003,2035559545,567 North Pendale Street
10208,30,65.61,15,1968.3,2004-01-02,Shipped,Trains,58,501514,"Saveley & Henriot, Co.",Lyon,69004,France,EMEA,Saveley,Mary,Small,Q1,2004,78325555,2  rue du Commerce
10220,30,68.54,4,2056.2000000000003,2004-02-12,Shipped,Trains,58,501514,"Clover Collections, Co.",Dublin,2,Ireland,EMEA,Cassidy,Dean,Small,Q1,2004,35318621555,25 Maiden Lane
10230,43,52.14,2,2242.02,2004-03-15,Shipped,Trains,58,501514,"Blauer See Auto, Co.",Frankfurt,60528,Germany,EMEA,Keitel,Roland,Small,Q1,2004,496966902555,Lyonerstr  34
10247,49,63.85,4,3128.65,2004-05-05,Shipped,Trains,58,501514,Suominen Souveniers,Espoo,02271,Finland,EMEA,Suominen,Kalle,Medium,Q2,2004,35898045555,Software Engineering Center  SEC Oy
10272,43,56.82,4,2443.26,2004-07-20,Shipped,Trains,58,501514,Diecast Classics Inc.,Allentown,70267,USA,,Yu,Kyung,Small,Q3,2004,2155551555,7586 Pompton St 
10282,37,66.78,7,2470.86,2004-08-20,Shipped,Trains,58,501514,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Small,Q3,2004,4155551450,5677 Strong St 
10292,35,55.07,1,1927.45,2004-09-08,Shipped,Trains,58,501514,Land of Toys Inc.,NYC,10022,USA,,Yu,Kwai,Small,Q3,2004,2125557818,897 Long Airport Avenue
10306,34,60.34,15,2051.56,2004-10-14,Shipped,Trains,58,501514,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Small,Q4,2004,1715551555,Fauntleroy Circus
10314,38,61.51,7,2337.38,2004-10-22,Shipped,Trains,58,501514,Heintze Collectables,Aaarhus,8200,Denmark,EMEA,Ibsen,Palle,Small,Q4,2004,86213555,Smagsloget 45
10325,44,100.0,7,4400.0,2004-11-05,Shipped,Trains,58,501514,Baane Mini Imports,Stavern,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,Q4,2004,07989555,Erling Skakkes gate 78
10337,21,100.0,6,2100.0,2004-11-21,Shipped,Trains,58,501514,Classic Legends Inc.,NYC,10022,USA,,Hernandez,Maria,Small,Q4,2004,2125558493,5905 Pompton St 
10350,44,100.0,17,4400.0,2004-12-02,Shipped,Trains,58,501514,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q4,2004,915559444,  Moralzarzal  86
10359,25,64.93,4,1623.2500000000002,2004-12-15,Shipped,Trains,58,501514,Reims Collectables,Reims,51100,France,EMEA,Henriot,Paul,Small,Q4,2004,26471555,59 rue de l'Abbaye
10372,24,58.58,9,1405.92,2005-01-26,Shipped,Trains,58,501514,"Tokyo Collectables, Ltd",Minato-ku,1060032,Japan,JP,Shimamura,Akiko,Small,Q1,2005,81335840555,2-2-8 Roppongi
10383,38,60.06,10,2282.28,2005-02-22,Shipped,Trains,58,501514,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q1,2005,915559444,  Moralzarzal  86
10395,45,100.0,3,4500.0,2005-03-17,Shipped,Trains,58,501514,Lyon Souveniers,Paris,75508,France,EMEA,Da Cunha,Daniel,Large,Q1,2005,33146627555,27 rue du Colonel Pierre Avia
10413,51,63.85,4,3256.35,2005-05-05,Shipped,Trains,58,501514,Gift Depot Inc.,Bridgewater,97562,USA,,King,Julie,Medium,Q2,2005,2035552570,25593 South Bay Ln 
10108,34,82.99,14,2821.66,2003-03-03,Shipped,Motorcycles,81,504713,Cruz & Sons Co.,Makati City,1227,Philippines,JP,Cruz,Arnold,Small,Q1,2003,6325553587,15 McCallum Street - NatWest Center #13-03
10121,44,74.85,1,3293.3999999999996,2003-05-07,Shipped,Motorcycles,81,504713,Reims Collectables,Reims,51100,France,EMEA,Henriot,Paul,Medium,Q2,2003,26471555,59 rue de l'Abbaye
10135,44,96.0,15,4224.0,2003-07-02,Shipped,Motorcycles,81,504713,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q3,2003,4155551450,5677 Strong St 
10145,38,81.36,2,3091.68,2003-08-25,Shipped,Motorcycles,81,504713,Toys4GrownUps.com,Pasadena,90003,USA,,Young,Julie,Medium,Q3,2003,6265557265,78934 Hillside Dr 
10159,31,71.6,10,2219.6,2003-10-10,Shipped,Motorcycles,81,504713,Corporate Gift Ideas Co.,San Francisco,,USA,,Brown,Julie,Small,Q4,2003,6505551386,7734 Strong St 
10169,48,80.55,10,3866.3999999999996,2003-11-04,Shipped,Motorcycles,81,504713,"Anna's Decorations, Ltd",North Sydney,2060,Australia,APAC,O'Hara,Anna,Medium,Q4,2003,0299368555,201 Miller Street
10180,21,93.56,5,1964.76,2003-11-11,Shipped,Motorcycles,81,504713,Daedalus Designs Imports,Lille,59000,France,EMEA,Rance,Martine,Small,Q4,2003,20161555,184  chausse de Tournai
10190,40,66.72,2,2668.8,2003-11-19,Shipped,Motorcycles,81,504713,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q4,2003,915559444,  Moralzarzal  86
10211,40,80.55,10,3222.0,2004-01-15,Shipped,Motorcycles,81,504713,Auto Canal Petit,Paris,75016,France,EMEA,Perrier,Dominique,Medium,Q1,2004,147556555,25  rue Lauriston
10224,50,77.29,3,3864.5000000000005,2004-02-21,Shipped,Motorcycles,81,504713,Daedalus Designs Imports,Lille,59000,France,EMEA,Rance,Martine,Medium,Q1,2004,20161555,184  chausse de Tournai
10237,20,68.34,3,1366.8000000000002,2004-04-05,Shipped,Motorcycles,81,504713,Vitachrome Inc.,NYC,10022,USA,,Frick,Michael,Small,Q2,2004,2125551500,2678 Kingston Rd 
10252,48,72.41,7,3475.68,2004-05-26,Shipped,Motorcycles,81,504713,Auto Canal Petit,Paris,75016,France,EMEA,Perrier,Dominique,Medium,Q2,2004,147556555,25  rue Lauriston
10264,47,89.5,5,4206.5,2004-06-30,Shipped,Motorcycles,81,504713,Gifts4AllAges.com,Boston,51003,USA,,Yoshido,Juri,Medium,Q2,2004,6175559555,8616 Spinnaker Dr 
10276,21,70.78,11,1486.38,2004-08-02,Shipped,Motorcycles,81,504713,Online Mini Collectables,Brickhaven,58339,USA,,Barajas,Miguel,Small,Q3,2004,6175557555,7635 Spinnaker Dr 
10285,39,78.92,2,3077.88,2004-08-27,Shipped,Motorcycles,81,504713,Marta's Replicas Co.,Cambridge,51247,USA,,Hernandez,Marta,Medium,Q3,2004,6175558555,39323 Spinnaker Dr 
10299,44,80.55,5,3544.2,2004-09-30,Shipped,Motorcycles,81,504713,"Toys of Finland, Co.",Helsinki,21240,Finland,EMEA,Karttunen,Matti,Medium,Q3,2004,902248555,Keskuskatu 45
10309,28,88.68,1,2483.04,2004-10-15,Shipped,Motorcycles,81,504713,Baane Mini Imports,Stavern,4110,Norway,EMEA,Bergulfsen,Jonas,Small,Q4,2004,07989555,Erling Skakkes gate 78
10319,45,77.29,6,3478.05,2004-11-03,Shipped,Motorcycles,81,504713,Microscale Inc.,NYC,10022,USA,,Kuo,Kee,Medium,Q4,2004,2125551957,5290 North Pendale Street
10331,20,100.0,5,2000.0,2004-11-17,Shipped,Motorcycles,81,504713,Motor Mint Distributors Inc.,Philadelphia,71270,USA,,Hernandez,Rosa,Medium,Q4,2004,2155559857,11328 Douglas Av 
10341,38,100.0,3,3800.0,2004-11-24,Shipped,Motorcycles,81,504713,Salzburg Collectables,Salzburg,5020,Austria,EMEA,Pipps,Georg,Medium,Q4,2004,65629555,Geislweg 14
10356,26,100.0,4,2600.0,2004-12-09,Shipped,Motorcycles,81,504713,Lyon Souveniers,Paris,75508,France,EMEA,Da Cunha,Daniel,Medium,Q4,2004,33146627555,27 rue du Colonel Pierre Avia
10365,44,100.0,2,4400.0,2005-01-07,Shipped,Motorcycles,81,504713,Mini Creations Ltd.,New Bedford,50553,USA,,Tam,Wing C,Medium,Q1,2005,5085559555,4575 Hillside Dr 
10375,49,100.0,8,4900.0,2005-02-03,Shipped,Motorcycles,81,504713,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Medium,Q1,2005,40678555,67  rue des Cinquante Otages
10390,22,100.0,13,2200.0,2005-03-04,Shipped,Motorcycles,81,504713,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q1,2005,4155551450,5677 Strong St 
10403,31,68.34,3,2118.54,2005-04-08,Shipped,Motorcycles,81,504713,"UK Collectables, Ltd.",Liverpool,16,UK,EMEA,Devon,Elizabeth,Small,Q2,2005,1715552282,Berkeley Gardens 12  Brewery
10105,41,70.67,5,2897.4700000000003,2003-02-11,Shipped,Ships,66,7001138,Danish Wholesale Imports,Kobenhavn,1734,Denmark,EMEA,Petersen,Jytte,Small,Q1,2003,31123555,Vinb'ltet 34
10119,25,76.67,14,1916.75,2003-04-28,Shipped,Ships,66,7001138,Salzburg Collectables,Salzburg,5020,Austria,EMEA,Pipps,Georg,Small,Q2,2003,65629555,Geislweg 14
10129,31,60.0,5,1860.0,2003-06-12,Shipped,Ships,66,7001138,"Stylish Desk Decors, Co.",London,36,UK,EMEA,Brown,Ann,Small,Q2,2003,1715550297,35 King George
10142,41,64.0,2,2624.0,2003-08-08,Shipped,Ships,66,7001138,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Small,Q3,2003,4155551450,5677 Strong St 
10153,43,64.67,1,2780.81,2003-09-28,Shipped,Ships,66,7001138,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q3,2003,915559444,  Moralzarzal  86
10167,43,75.34,12,3239.6200000000003,2003-10-23,Cancelled,Ships,66,7001138,Scandinavian Gift Ideas,Boras,84467,Sweden,EMEA,Larsson,Maria,Medium,Q4,2003,0695346555,?kergatan 24
10177,24,76.0,3,1824.0,2003-11-07,Shipped,Ships,66,7001138,CAF Imports,Madrid,28023,Spain,EMEA,Fernandez,Jesus,Small,Q4,2003,34913728555,Merchants House  27-30 Merchant's Quay
10185,21,54.0,3,1134.0,2003-11-14,Shipped,Ships,66,7001138,Mini Creations Ltd.,New Bedford,50553,USA,,Tam,Wing C,Small,Q4,2003,5085559555,4575 Hillside Dr 
10197,23,64.67,9,1487.41,2003-11-26,Shipped,Ships,66,7001138,Enaco Distributors,Barcelona,8022,Spain,EMEA,Saavedra,Eduardo,Small,Q4,2003,932034555,Rambla de Catalu¤a  23
10208,38,74.67,3,2837.46,2004-01-02,Shipped,Ships,66,7001138,"Saveley & Henriot, Co.",Lyon,69004,France,EMEA,Saveley,Mary,Small,Q1,2004,78325555,2  rue du Commerce
10222,31,62.67,15,1942.77,2004-02-19,Shipped,Ships,66,7001138,Collectable Mini Designs Co.,San Diego,91217,USA,,Thompson,Valarie,Small,Q1,2004,7605558146,361 Furth Circle
10233,36,70.67,3,2544.12,2004-03-29,Shipped,Ships,66,7001138,Tekni Collectables Inc.,Newark,94019,USA,,Brown,William,Small,Q1,2004,2015559350,7476 Moss Rd 
10248,36,71.34,6,2568.2400000000002,2004-05-07,Cancelled,Ships,66,7001138,Land of Toys Inc.,NYC,10022,USA,,Yu,Kwai,Small,Q2,2004,2125557818,897 Long Airport Avenue
10261,34,62.0,4,2108.0,2004-06-17,Shipped,Ships,66,7001138,Quebec Home Shopping Network,Montreal,113,Canada,,Fresnisre,Jean,Small,Q2,2004,5145558054,43 rue St  Laurent
10273,21,65.34,7,1372.14,2004-07-21,Shipped,Ships,66,7001138,Petit Auto,Bruxelles,1180,Belgium,EMEA,Dewey,Catherine,Small,Q3,2004,02555467,Rue Joseph-Bens 532
10283,45,78.67,9,3540.15,2004-08-20,Shipped,Ships,66,7001138,"Royal Canadian Collectables, Ltd.",Tsawassen,284,Canada,,Lincoln,Elizabeth,Medium,Q3,2004,6045554555,23 Tsawassen Blvd 
10295,26,75.34,4,1958.8400000000001,2004-09-10,Shipped,Ships,66,7001138,Gifts4AllAges.com,Boston,51003,USA,,Yoshido,Juri,Small,Q3,2004,6175559555,8616 Spinnaker Dr 
10306,50,54.0,3,2700.0,2004-10-14,Shipped,Ships,66,7001138,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Small,Q4,2004,1715551555,Fauntleroy Circus
10315,41,62.0,2,2542.0,2004-10-29,Shipped,Ships,66,7001138,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Small,Q4,2004,40678555,67  rue des Cinquante Otages
10326,39,60.0,1,2340.0,2004-11-09,Shipped,Ships,66,7001138,"Volvo Model Replicas, Co",Lule,95822,Sweden,EMEA,Berglund,Christina,Small,Q4,2004,0921123555,Berguvsv„gen  8
10339,22,100.0,5,2200.0,2004-11-23,Shipped,Ships,66,7001138,"Tokyo Collectables, Ltd",Minato-ku,1060032,Japan,JP,Shimamura,Akiko,Small,Q4,2004,81335840555,2-2-8 Roppongi
10350,46,76.67,11,3526.82,2004-12-02,Shipped,Ships,66,7001138,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q4,2004,915559444,  Moralzarzal  86
10373,44,100.0,14,4400.0,2005-01-31,Shipped,Ships,66,7001138,"Oulu Toy Supplies, Inc.",Oulu,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,Q1,2005,981443655,Torikatu 38
10385,25,77.34,1,1933.5,2005-02-28,Shipped,Ships,66,7001138,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Small,Q1,2005,4155551450,5677 Strong St 
10396,39,66.67,1,2600.13,2005-03-23,Shipped,Ships,66,7001138,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Small,Q1,2005,4155551450,5677 Strong St 
10414,37,71.34,6,2639.58,2005-05-06,On Hold,Ships,66,7001138,Gifts4AllAges.com,Boston,51003,USA,,Yoshido,Juri,Small,Q2,2005,6175559555,8616 Spinnaker Dr 
10106,31,100.0,7,3100.0,2003-02-17,Shipped,Planes,91,7001691,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Q1,2003,035640555,Via Ludovico il Moro 22
10120,47,82.21,13,3863.87,2003-04-29,Shipped,Planes,91,7001691,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium,Q2,2003,0395204555,636 St Kilda Road
10133,24,77.64,8,1863.3600000000001,2003-06-27,Shipped,Planes,91,7001691,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q2,2003,915559444,  Moralzarzal  86
10143,36,100.0,2,3600.0,2003-08-10,Shipped,Planes,91,7001691,Mini Creations Ltd.,New Bedford,50553,USA,,Tam,Wing C,Medium,Q3,2003,5085559555,4575 Hillside Dr 
10156,48,100.0,2,4800.0,2003-10-08,Shipped,Planes,91,7001691,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q4,2003,915559444,  Moralzarzal  86
10168,28,98.65,14,2762.2000000000003,2003-10-28,Shipped,Planes,91,7001691,Technics Stores Inc.,Burlingame,94217,USA,,Hirano,Juri,Small,Q4,2003,6505556809,9408 Furth Circle
10199,48,83.12,2,3989.76,2003-12-01,Shipped,Planes,91,7001691,West Coast Collectables Co.,Burbank,94019,USA,,Thompson,Steve,Medium,Q4,2003,3105553722,3675 Furth Circle
10210,21,78.55,12,1649.55,2004-01-12,Shipped,Planes,91,7001691,Osaka Souveniers Co.,Osaka,5300003,Japan,JP,Kentary,Mory,Small,Q1,2004,810663425555,Dojima Avanza 4F  1-6-20 Dojima  Kita-ku
10223,25,100.0,14,2500.0,2004-02-20,Shipped,Planes,91,7001691,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Small,Q1,2004,0395204555,636 St Kilda Road
10235,25,100.0,8,2500.0,2004-04-02,Shipped,Planes,91,7001691,"Royal Canadian Collectables, Ltd.",Tsawassen,284,Canada,,Lincoln,Elizabeth,Small,Q2,2004,6045554555,23 Tsawassen Blvd 
10250,31,91.34,9,2831.54,2004-05-11,Shipped,Planes,91,7001691,The Sharp Gifts Warehouse,San Jose,94217,USA,,Frick,Sue,Small,Q2,2004,4085553659,3086 Ingle Ln 
10262,40,84.03,4,3361.2,2004-06-24,Cancelled,Planes,91,7001691,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q2,2004,915559444,  Moralzarzal  86
10275,32,89.51,14,2864.32,2004-07-23,Shipped,Planes,91,7001691,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Small,Q3,2004,40678555,67  rue des Cinquante Otages
10284,24,83.12,6,1994.88,2004-08-21,Shipped,Planes,91,7001691,"Norway Gifts By Mail, Co.",Oslo,0106,Norway,EMEA,Klaeboe,Jan,Small,Q3,2004,4722121555,Drammensveien 126 A  PB 744 Sentrum
10296,42,100.0,2,4200.0,2004-09-15,Shipped,Planes,91,7001691,"Bavarian Collectables Imports, Co.",Munich,80686,Germany,EMEA,Donnermeyer,Michael,Medium,Q3,2004,498961089555,Hansastr  15
10308,21,100.0,12,2100.0,2004-10-15,Shipped,Planes,91,7001691,Mini Classics,White Plains,24067,USA,,Frick,Steve,Small,Q4,2004,9145554562,3758 North Pendale Street
10316,34,82.21,4,2795.14,2004-11-01,Shipped,Planes,91,7001691,giftsbymail.co.uk,Cowes,317,UK,EMEA,Bennett,Helen,Small,Q4,2004,1985558888,Garden House Crowther Way
10328,27,100.0,8,2700.0,2004-11-12,Shipped,Planes,91,7001691,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Small,Q4,2004,035640555,Via Ludovico il Moro 22
10340,30,88.6,5,2658.0,2004-11-24,Shipped,Planes,91,7001691,Enaco Distributors,Barcelona,8022,Spain,EMEA,Saavedra,Eduardo,Small,Q4,2004,932034555,Rambla de Catalu¤a  23
10353,39,100.0,9,3900.0,2004-12-04,Shipped,Planes,91,7001691,Gift Ideas Corp.,Glendale,97561,USA,,Lewis,Dan,Medium,Q4,2004,2035554407,2440 Pompton St 
10361,20,60.54,4,1210.8,2004-12-17,Shipped,Planes,91,7001691,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Small,Q4,2004,61294958555,Monitor Money Building  815 Pacific Hwy
10375,37,81.87,6,3029.19,2005-02-03,Shipped,Planes,91,7001691,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Medium,Q1,2005,40678555,67  rue des Cinquante Otages
10388,46,100.0,2,4600.0,2005-03-03,Shipped,Planes,91,7001691,FunGiftIdeas.com,New Bedford,50553,USA,,Benitez,Violeta,Large,Q1,2005,5085552555,1785 First Street
10398,47,87.69,6,4121.43,2005-03-30,Shipped,Planes,91,7001691,Reims Collectables,Reims,51100,France,EMEA,Henriot,Paul,Medium,Q1,2005,26471555,59 rue de l'Abbaye
10401,11,100.0,8,1100.0,2005-04-03,On Hold,Planes,91,7001691,Tekni Collectables Inc.,Newark,94019,USA,,Brown,William,Small,Q2,2005,2015559350,7476 Moss Rd 
10416,23,91.34,9,2100.82,2005-05-10,Shipped,Planes,91,7001691,L'ordine Souveniers,Reggio Emilia,42100,Italy,EMEA,Moroni,Maurizio,Small,Q2,2005,0522556555,Strada Provinciale 124
10105,29,70.15,12,2034.3500000000001,2003-02-11,Shipped,Ships,86,7001938,Danish Wholesale Imports,Kobenhavn,1734,Denmark,EMEA,Petersen,Jytte,Small,Q1,2003,31123555,Vinb'ltet 34
10117,38,79.68,6,3027.84,2003-04-16,Shipped,Ships,86,7001938,"Dragon Souveniers, Ltd.",Singapore,79903,Singapore,JP,Natividad,Eric,Medium,Q2,2003,652217555,Bronz Sok   Bronz Apt  3 6 Tesvikiye
10128,32,97.0,3,3104.0,2003-06-06,Shipped,Ships,86,7001938,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q2,2003,915559444,  Moralzarzal  86
10142,43,84.01,9,3612.4300000000003,2003-08-08,Shipped,Ships,86,7001938,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q3,2003,4155551450,5677 Strong St 
10153,31,87.48,8,2711.88,2003-09-28,Shipped,Ships,86,7001938,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q3,2003,915559444,  Moralzarzal  86
10166,29,100.0,3,2900.0,2003-10-21,Shipped,Ships,86,7001938,FunGiftIdeas.com,New Bedford,50553,USA,,Benitez,Violeta,Medium,Q4,2003,5085552555,1785 First Street
10177,31,88.34,10,2738.54,2003-11-07,Shipped,Ships,86,7001938,CAF Imports,Madrid,28023,Spain,EMEA,Fernandez,Jesus,Small,Q4,2003,34913728555,Merchants House  27-30 Merchant's Quay
10185,30,94.4,10,2832.0,2003-11-14,Shipped,Ships,86,7001938,Mini Creations Ltd.,New Bedford,50553,USA,,Tam,Wing C,Small,Q4,2003,5085559555,4575 Hillside Dr 
10196,50,94.4,2,4720.0,2003-11-26,Shipped,Ships,86,7001938,Super Scale Inc.,New Haven,97823,USA,,Murphy,Leslie,Medium,Q4,2003,2035559545,567 North Pendale Street
10208,40,80.55,10,3222.0,2004-01-02,Shipped,Ships,86,7001938,"Saveley & Henriot, Co.",Lyon,69004,France,EMEA,Saveley,Mary,Medium,Q1,2004,78325555,2  rue du Commerce
10221,23,97.0,4,2231.0,2004-02-18,Shipped,Ships,86,7001938,Petit Auto,Bruxelles,1180,Belgium,EMEA,Dewey,Catherine,Small,Q1,2004,02555467,Rue Joseph-Bens 532
10232,26,88.34,7,2296.84,2004-03-20,Shipped,Ships,86,7001938,giftsbymail.co.uk,Cowes,317,UK,EMEA,Bennett,Helen,Small,Q1,2004,1985558888,Garden House Crowther Way
10248,40,100.0,13,4000.0,2004-05-07,Cancelled,Ships,86,7001938,Land of Toys Inc.,NYC,10022,USA,,Yu,Kwai,Medium,Q2,2004,2125557818,897 Long Airport Avenue
10273,21,100.0,14,2100.0,2004-07-21,Shipped,Ships,86,7001938,Petit Auto,Bruxelles,1180,Belgium,EMEA,Dewey,Catherine,Small,Q3,2004,02555467,Rue Joseph-Bens 532
10282,43,86.61,2,3724.23,2004-08-20,Shipped,Ships,86,7001938,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q3,2004,4155551450,5677 Strong St 
10293,29,71.89,5,2084.81,2004-09-09,Shipped,Ships,86,7001938,Amica Models & Co.,Torino,10100,Italy,EMEA,Accorti,Paolo,Small,Q3,2004,0114988555,Via Monte Bianco 34
10306,38,91.81,10,3488.78,2004-10-14,Shipped,Ships,86,7001938,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Medium,Q4,2004,1715551555,Fauntleroy Circus
10314,23,76.22,2,1753.06,2004-10-22,Shipped,Ships,86,7001938,Heintze Collectables,Aaarhus,8200,Denmark,EMEA,Ibsen,Palle,Small,Q4,2004,86213555,Smagsloget 45
10327,20,100.0,7,2000.0,2004-11-10,Resolved,Ships,86,7001938,Danish Wholesale Imports,Kobenhavn,1734,Denmark,EMEA,Petersen,Jytte,Medium,Q4,2004,31123555,Vinb'ltet 34
10337,36,70.3,9,2530.7999999999997,2004-11-21,Shipped,Ships,86,7001938,Classic Legends Inc.,NYC,10022,USA,,Hernandez,Maria,Small,Q4,2004,2125558493,5905 Pompton St 
10350,28,100.0,4,2800.0,2004-12-02,Shipped,Ships,86,7001938,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q4,2004,915559444,  Moralzarzal  86
10372,44,100.0,2,4400.0,2005-01-26,Shipped,Ships,86,7001938,"Tokyo Collectables, Ltd",Minato-ku,1060032,Japan,JP,Shimamura,Akiko,Medium,Q1,2005,81335840555,2-2-8 Roppongi
10384,49,100.0,1,4900.0,2005-02-23,Shipped,Ships,86,7001938,Corporate Gift Ideas Co.,San Francisco,,USA,,Brown,Julie,Medium,Q1,2005,6505551386,7734 Strong St 
10397,32,80.55,5,2577.6,2005-03-28,Shipped,Ships,86,7001938,Alpha Cognac,Toulouse,31000,France,EMEA,Roulet,Annette,Small,Q1,2005,61776555,1 rue Alsace-Lorraine
10414,34,100.0,13,3400.0,2005-05-06,On Hold,Ships,86,7001938,Gifts4AllAges.com,Boston,51003,USA,,Yoshido,Juri,Medium,Q2,2005,6175559555,8616 Spinnaker Dr 
10106,30,100.0,16,3000.0,2003-02-17,Shipped,Ships,90,7002047,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Q1,2003,035640555,Via Ludovico il Moro 22
10119,29,94.14,7,2730.06,2003-04-28,Shipped,Ships,90,7002047,Salzburg Collectables,Salzburg,5020,Austria,EMEA,Pipps,Georg,Small,Q2,2003,65629555,Geislweg 14
10131,22,85.99,8,1891.78,2003-06-16,Shipped,Ships,90,7002047,Gift Ideas Corp.,Glendale,97561,USA,,Lewis,Dan,Small,Q2,2003,2035554407,2440 Pompton St 
10143,26,100.0,11,2600.0,2003-08-10,Shipped,Ships,90,7002047,Mini Creations Ltd.,New Bedford,50553,USA,,Tam,Wing C,Small,Q3,2003,5085559555,4575 Hillside Dr 
10155,32,91.43,9,2925.76,2003-10-06,Shipped,Ships,90,7002047,"Toys of Finland, Co.",Helsinki,21240,Finland,EMEA,Karttunen,Matti,Small,Q4,2003,902248555,Keskuskatu 45
10167,29,100.0,5,2900.0,2003-10-23,Cancelled,Ships,90,7002047,Scandinavian Gift Ideas,Boras,84467,Sweden,EMEA,Larsson,Maria,Small,Q4,2003,0695346555,?kergatan 24
10178,34,96.86,8,3293.24,2003-11-08,Shipped,Ships,90,7002047,Alpha Cognac,Toulouse,31000,France,EMEA,Roulet,Annette,Medium,Q4,2003,61776555,1 rue Alsace-Lorraine
10186,24,99.57,5,2389.68,2003-11-14,Shipped,Ships,90,7002047,"Double Decker Gift Stores, Ltd",London,11,UK,EMEA,Hardy,Thomas,Small,Q4,2003,1715557555,120 Hanover Sq 
10197,24,90.52,2,2172.48,2003-11-26,Shipped,Ships,90,7002047,Enaco Distributors,Barcelona,8022,Spain,EMEA,Saavedra,Eduardo,Small,Q4,2003,932034555,Rambla de Catalu¤a  23
10209,33,88.71,4,2927.43,2004-01-09,Shipped,Ships,90,7002047,"Men 'R' US Retailers, Ltd.",Los Angeles,,USA,,Chandler,Michael,Small,Q1,2004,2155554369,6047 Douglas Av 
10222,26,100.0,8,2600.0,2004-02-19,Shipped,Ships,90,7002047,Collectable Mini Designs Co.,San Diego,91217,USA,,Thompson,Valarie,Small,Q1,2004,7605558146,361 Furth Circle
10249,40,95.95,4,3838.0,2004-05-08,Shipped,Ships,90,7002047,Cambridge Collectables Co.,Cambridge,51247,USA,,Tseng,Kyung,Medium,Q2,2004,6175555555,4658 Baden Av 
